,CNV,CNV,CNV,norm_count_D7_Rep1,norm_count_D7_Rep1,norm_count_D7_Rep1,norm_count_D7_Rep2,norm_count_D7_Rep2,norm_count_D7_Rep2,norm_count_D14_Rep1,norm_count_D14_Rep1,norm_count_D14_Rep1,norm_count_D14_Rep2,norm_count_D14_Rep2,norm_count_D14_Rep2,norm_count_PLX7_Rep1,norm_count_PLX7_Rep1,norm_count_PLX7_Rep1,norm_count_PLX7_Rep2,norm_count_PLX7_Rep2,norm_count_PLX7_Rep2,norm_count_PLX14_Rep1,norm_count_PLX14_Rep1,norm_count_PLX14_Rep1,norm_count_PLX14_Rep2,norm_count_PLX14_Rep2,norm_count_PLX14_Rep2
C17orf71,0.09715266991,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C17orf73,0.25493051795,0.1284667018714884,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C17orf76,0.061154878405,0.19884266970042494,4.0,,,,,,,,,,,,,,,,,,,,,,,,
C17orf86,0.13224962121,0.10021405518285549,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C17orf87,0.1854071606,0.12358166946797554,4.0,,,,,,,,,,,,,,,,,,,,,,,,
C17orf91,0.15055950689999997,0.0022051243765241813,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C17orf95,0.041474395957999996,0.1548135133588806,4.0,,,,,,,,,,,,,,,,,,,,,,,,
C18orf10,-0.036657081800000005,0.14824308813162893,6.0,,,,,,,,,,,,,,,,,,,,,,,,
C18orf16,0.0300729716,0.22837681277430372,13.0,,,,,,,,,,,,,,,,,,,,,,,,
C18orf18,-0.7326779984,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C18orf19,-0.071797926235,0.13074109861169847,10.0,,,,,,,,,,,,,,,,,,,,,,,,
C18orf2,-0.008761037340000001,0.1482857088006159,15.0,,,,,,,,,,,,,,,,,,,,,,,,
C18orf20,0.029735099350000002,0.14704418139171443,15.0,,,,,,,,,,,,,,,,,,,,,,,,
C18orf22,-0.0893887149,0.2761037546159433,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C18orf24,-0.13551558019999999,0.037043425065240394,3.0,,,,,,,,,,,,,,,,,,,,,,,,
C18orf45,0.13083501990000002,0.1278452903503943,27.0,,,,,,,,,,,,,,,,,,,,,,,,
C18orf51,0.17947862075,0.14760044624538368,4.0,,,,,,,,,,,,,,,,,,,,,,,,
C18orf55,0.07508151571,0.12402072264990889,3.0,,,,,,,,,,,,,,,,,,,,,,,,
C18orf56,0.220792309,0.13555855996622368,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C19orf15,0.19994242465,0.1490917957412894,6.0,,,,,,,,,,,,,,,,,,,,,,,,
C19orf2,-0.03937514758,0.16261007953308645,13.0,,,,,,,,,,,,,,,,,,,,,,,,
C19orf20,0.20943558140000001,0.1140883698847135,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C19orf22,0.03389883875,0.07696332437401456,3.0,,,,,,,,,,,,,,,,,,,,,,,,
C19orf23,0.5142656373,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C19orf26,0.01244712119,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C19orf28,0.04147097768,0.0576683738763551,3.0,,,,,,,,,,,,,,,,,,,,,,,,
C19orf29,0.25528965579999996,0.1184033469710736,5.0,,,,,,,,,,,,,,,,,,,,,,,,
C19orf30,0.35092546655,0.13817590376668104,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C19orf39,0.6256891746000001,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C19orf41,0.31353226735,0.21470622559826283,4.0,,,,,,,,,,,,,,,,,,,,,,,,
C19orf46,0.32882632855000005,0.15205230342945195,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C19orf50,0.23574914785,0.12606481626497498,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C19orf51,0.10311075,0.1476630108048755,3.0,,,,,,,,,,,,,,,,,,,,,,,,
C19orf55,0.11934195939999999,0.09591376758155032,3.0,,,,,,,,,,,,,,,,,,,,,,,,
C19orf61,0.10222390280499999,0.1291670620078029,4.0,,,,,,,,,,,,,,,,,,,,,,,,
C19orf62,0.298244516,0.09521780917054995,3.0,,,,,,,,,,,,,,,,,,,,,,,,
C19orf63,0.002583158405,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C19orf72,0.2784740752,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C1D,-0.051158084255,0.1569019146456647,4.0,,,,,,,,,,,,,,,,,,,,,,,,
C1QTNF9,0.00036808374999999956,0.12561124455837447,4.0,,,,,,,,,,,,,,,,,,,,,,,,
C1R,0.01622582957,0.17348126014860735,3.0,,,,,,,,,,,,,,,,,,,,,,,,
C1orf103,-0.20973935415,0.14892671769671978,4.0,,,,,,,,,,,,,,,,,,,,,,,,
C1orf104,0.0930504139,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C1orf107,0.2132394007,0.10440734194901742,7.0,,,,,,,,,,,,,,,,,,,,,,,,
C1orf113,0.3129554852,0.06723358071807764,3.0,,,,,,,,,,,,,,,,,,,,,,,,
C1orf124,0.29785745919999995,0.07702107301022582,4.0,,,,,,,,,,,,,,,,,,,,,,,,
C1orf125,-0.032194450980000004,0.1783990042531599,37.0,,,,,,,,,,,,,,,,,,,,,,,,
C1orf126,0.1072614949,0.08786272115891906,5.0,,,,,,,,,,,,,,,,,,,,,,,,
C1orf128,-0.021287763996999998,0.02299799437040016,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C1orf14,0.24965254995,0.14902647451841167,10.0,,,,,,,,,,,,,,,,,,,,,,,,
C1orf149,-0.086335961075,0.17812232981454545,4.0,,,,,,,,,,,,,,,,,,,,,,,,
C1orf151,0.03271923318,0.19336022373410833,4.0,,,,,,,,,,,,,,,,,,,,,,,,
C1orf156,0.1697683792,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C1orf157,0.298338764,0.11019170572025347,3.0,,,,,,,,,,,,,,,,,,,,,,,,
C1orf161,0.09860536813,0.16094321598328581,5.0,,,,,,,,,,,,,,,,,,,,,,,,
C1orf163,0.07649394417000001,0.06217019745595628,3.0,,,,,,,,,,,,,,,,,,,,,,,,
C1orf170,0.28345222929999997,0.5674883430285744,3.0,,,,,,,,,,,,,,,,,,,,,,,,
C1orf175,0.14251245555,0.1219076198314162,14.0,,,,,,,,,,,,,,,,,,,,,,,,
C1orf180,-0.02124425378,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C1orf183,0.238202942,0.04239880631977451,5.0,,,,,,,,,,,,,,,,,,,,,,,,
C1orf190,-0.06524820712,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C1orf199,0.18987433829999997,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C1orf203,0.17321649195,0.032255909513025496,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C1orf220,-0.091872313075,0.20694125331319035,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C1orf230,0.3423940158,0.27508328299949353,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C1orf25,-0.031892897010000004,0.21592045354013356,7.0,,,,,,,,,,,,,,,,,,,,,,,,
C1orf26,-0.09460464469,0.15137488697828125,23.0,,,,,,,,,,,,,,,,,,,,,,,,
C1orf57,0.2161968377,0.20873473724529693,7.0,,,,,,,,,,,,,,,,,,,,,,,,
C1orf58,0.1933149973,0.04530824105759061,5.0,,,,,,,,,,,,,,,,,,,,,,,,
C1orf59,0.009269330971999999,0.14392308965183584,3.0,,,,,,,,,,,,,,,,,,,,,,,,
C1orf62,-0.003113512875,0.11874951766777174,8.0,,,,,,,,,,,,,,,,,,,,,,,,
C1orf66,-0.01286389594,0.2303050377523805,3.0,,,,,,,,,,,,,,,,,,,,,,,,
C1orf69,0.29205509725,0.16473704196349218,4.0,,,,,,,,,,,,,,,,,,,,,,,,
C1orf70,0.235488709,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C1orf71,0.32958638885,0.14764903591723794,22.0,,,,,,,,,,,,,,,,,,,,,,,,
C1orf77,0.03022173897,0.0400608371613675,3.0,,,,,,,,,,,,,,,,,,,,,,,,
C1orf83,-0.04832179217,0.09812739731642796,7.0,,,,,,,,,,,,,,,,,,,,,,,,
C1orf84,0.0179296293575,0.16528669479000604,4.0,,,,,,,,,,,,,,,,,,,,,,,,
C1orf89,0.1349961384,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C1orf91,0.2775117654,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C1orf92,0.21042706979999998,0.17569583667900407,4.0,,,,,,,,,,,,,,,,,,,,,,,,
C1orf93,0.3110279487,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C1orf96,0.22170465255,0.21031018263916465,6.0,,,,,,,,,,,,,,,,,,,,,,,,
C1orf97,0.3351046885,0.12005638706194438,7.0,,,,,,,,,,,,,,,,,,,,,,,,
C20orf103,-0.009314976978,0.06343921040493108,5.0,,,,,,,,,,,,,,,,,,,,,,,,
C20orf107,0.07114226117000001,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C20orf108,0.141180128595,0.08611836900052984,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C20orf114,0.16389646289999998,0.1460868020064768,5.0,,,,,,,,,,,,,,,,,,,,,,,,
C20orf117,0.1439999099,0.17790018190384208,14.0,,,,,,,,,,,,,,,,,,,,,,,,
C20orf12,0.019113392195499998,0.12638037751412057,16.0,,,,,,,,,,,,,,,,,,,,,,,,
C20orf123,-0.07754261565000001,0.2586404560328368,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C20orf132,0.1884706117,0.1639832584542991,15.0,,,,,,,,,,,,,,,,,,,,,,,,
C20orf165,0.42466496425,0.13109610219611842,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C20orf177,0.09609043107000001,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C20orf185,-0.14616763259999999,0.16375678783847336,5.0,,,,,,,,,,,,,,,,,,,,,,,,
C20orf186,0.07879644225,0.05939161807835418,5.0,,,,,,,,,,,,,,,,,,,,,,,,
C20orf19,-0.0007464735317,0.19605203052304865,25.0,,,,,,,,,,,,,,,,,,,,,,,,
C20orf199,0.021050900585,0.2219115759191412,4.0,,,,,,,,,,,,,,,,,,,,,,,,
C20orf200,0.41072776299999997,0.1809700677629302,3.0,,,,,,,,,,,,,,,,,,,,,,,,
C20orf29,0.00265608746,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C20orf30,-0.023612752379999997,0.17067295110435213,3.0,,,,,,,,,,,,,,,,,,,,,,,,
C20orf39,-0.026751027099999998,0.16638865195075725,43.0,,,,,,,,,,,,,,,,,,,,,,,,
C20orf46,0.1213764051,0.06752118538229189,3.0,,,,,,,,,,,,,,,,,,,,,,,,
C20orf54,0.15422933552999998,0.16691711253559882,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C20orf56,-0.040273579889999994,0.10130186750254773,3.0,,,,,,,,,,,,,,,,,,,,,,,,
C20orf7,-0.08365550523,0.12179963934106468,7.0,,,,,,,,,,,,,,,,,,,,,,,,
C20orf70,0.15570851460000001,0.06372844370744567,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C20orf71,-0.06134213387,0.33347515422061436,3.0,,,,,,,,,,,,,,,,,,,,,,,,
C20orf74,-0.09567734776,0.1445205844284134,70.0,,,,,,,,,,,,,,,,,,,,,,,,
C21orf109,-0.1436104373,0.17515706710662432,22.0,,,,,,,,,,,,,,,,,,,,,,,,
C21orf119,-0.125496461,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C21orf121,0.31200439480000003,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C21orf122,0.20391411399999998,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C21orf125,0.027384614789999998,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C21orf129,-0.07530591088,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C21orf130,-0.05077436983,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C21orf131,-0.29972285515,0.15607796644608227,8.0,,,,,,,,,,,,,,,,,,,,,,,,
C21orf29,0.009363775474,0.17457679791847755,53.0,,,,,,,,,,,,,,,,,,,,,,,,
C21orf34,-0.1826069265,0.143617779311502,143.0,,,,,,,,,,,,,,,,,,,,,,,,
C21orf45,-0.19285206515000003,0.058621533299568325,4.0,,,,,,,,,,,,,,,,,,,,,,,,
C21orf49,-0.15617623214999998,0.11108568200478329,6.0,,,,,,,,,,,,,,,,,,,,,,,,
C21orf57,-0.2974861353,0.2045902592352195,3.0,,,,,,,,,,,,,,,,,,,,,,,,
C21orf63,-0.042754072685000005,0.16029656072903825,20.0,,,,,,,,,,,,,,,,,,,,,,,,
C21orf66,-0.1736220114,0.16014856893932708,9.0,,,,,,,,,,,,,,,,,,,,,,,,
C21orf67,-0.1815258045,0.06202598117699173,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C21orf70,-0.13978676685,0.11733467865411303,8.0,,,,,,,,,,,,,,,,,,,,,,,,
C21orf81,-0.07429316542,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C21orf82,0.029844759765000006,0.15655968374286341,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C21orf84,0.18373601135,0.14015097183437505,4.0,,,,,,,,,,,,,,,,,,,,,,,,
C21orf88,0.013851600244999998,0.22923433670395635,4.0,,,,,,,,,,,,,,,,,,,,,,,,
C21orf94,-0.1549042191,0.07426579341407663,3.0,,,,,,,,,,,,,,,,,,,,,,,,
C21orf99,0.500903188,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C22orf26,0.059379368945,0.0030996090312161466,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C22orf27,0.013152367,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C22orf30,-0.07406577977,0.1559334906269603,13.0,,,,,,,,,,,,,,,,,,,,,,,,
C22orf33,0.07707316357999999,0.13196609508936147,5.0,,,,,,,,,,,,,,,,,,,,,,,,
C22orf34,-0.053664578430000005,0.20792618720053319,9.0,,,,,,,,,,,,,,,,,,,,,,,,
C22orf41,-0.113437105,0.1815122945077973,3.0,,,,,,,,,,,,,,,,,,,,,,,,
C22orf9,0.05422706732999999,0.16106867805386726,21.0,,,,,,,,,,,,,,,,,,,,,,,,
C2orf21,-0.10384519781000001,0.14137221705021819,42.0,,,,,,,,,,,,,,,,,,,,,,,,
C2orf24,-0.0228225693485,0.036384766595404086,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C2orf27A,-0.17590459149999998,0.08250393653714529,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C2orf3,0.0065748744675,0.10038172177462365,12.0,,,,,,,,,,,,,,,,,,,,,,,,
C2orf30,0.0623007987,0.15980574755838226,7.0,,,,,,,,,,,,,,,,,,,,,,,,
C2orf34,0.027635883599999998,0.15234395531499603,87.0,,,,,,,,,,,,,,,,,,,,,,,,
C2orf37,-0.27404973635,0.10090162371946838,12.0,,,,,,,,,,,,,,,,,,,,,,,,
C2orf39,0.052023929105,0.06997962973775683,10.0,,,,,,,,,,,,,,,,,,,,,,,,
C2orf52,-0.005082319250000009,0.2427105911245998,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C2orf58,0.06841893688,0.11093567961907218,12.0,,,,,,,,,,,,,,,,,,,,,,,,
C2orf60,-0.09002828349000001,0.10484705882279616,4.0,,,,,,,,,,,,,,,,,,,,,,,,
C2orf64,-0.01896096534,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C2orf67,-0.16320645779999998,0.14399826067059351,29.0,,,,,,,,,,,,,,,,,,,,,,,,
C2orf7,0.07995011051,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C2orf74,0.1147210985,0.11660586527765178,5.0,,,,,,,,,,,,,,,,,,,,,,,,
C2orf79,0.1451980154,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C2orf81,0.11796503529999999,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C2orf86,0.006642228168,0.14281965492962398,86.0,,,,,,,,,,,,,,,,,,,,,,,,
C3P1,0.2896641895,0.14619796022033604,11.0,,,,,,,,,,,,,,,,,,,,,,,,
C3orf1,0.0215697201,0.07583149836934917,5.0,,,,,,,,,,,,,,,,,,,,,,,,
C3orf10,0.1963712674,0.01725338339922016,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C3orf16,0.1838774589,0.14901493015864953,6.0,,,,,,,,,,,,,,,,,,,,,,,,
C3orf21,-0.092718594785,0.13484809376227805,38.0,,,,,,,,,,,,,,,,,,,,,,,,
C3orf31,0.08601725286,0.08665734446472803,9.0,,,,,,,,,,,,,,,,,,,,,,,,
C3orf34,-0.41420635409999995,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C3orf39,0.08092192779,0.13349368313844273,6.0,,,,,,,,,,,,,,,,,,,,,,,,
C3orf42,-0.048373429620000005,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C3orf44,0.036531444975,0.14411206286018496,8.0,,,,,,,,,,,,,,,,,,,,,,,,
C3orf47,0.1201629188,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C3orf48,0.046122352080000005,0.1276013573601427,5.0,,,,,,,,,,,,,,,,,,,,,,,,
C3orf49,0.01810644989,0.08387198325717284,5.0,,,,,,,,,,,,,,,,,,,,,,,,
C3orf50,-0.09108864759999999,0.08645626093940752,4.0,,,,,,,,,,,,,,,,,,,,,,,,
C3orf57,0.0344328683205,0.16968812050896334,6.0,,,,,,,,,,,,,,,,,,,,,,,,
C3orf59,-0.1323131425,0.1328930637864597,24.0,,,,,,,,,,,,,,,,,,,,,,,,
C3orf63,-0.01519540375,0.11242704764358159,14.0,,,,,,,,,,,,,,,,,,,,,,,,
C3orf64,-0.008837980854,0.08234357674120808,7.0,,,,,,,,,,,,,,,,,,,,,,,,
C3orf66,0.05941554062999999,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C3orf67,0.050018586739999996,0.13454420210296963,53.0,,,,,,,,,,,,,,,,,,,,,,,,
C4orf10,0.07395626178999999,0.04893392048649312,3.0,,,,,,,,,,,,,,,,,,,,,,,,
C4orf11,-0.1227757825,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C4orf12,-0.1483294282,0.09174059869140706,6.0,,,,,,,,,,,,,,,,,,,,,,,,
C4orf14,0.027706028915000003,0.15173982738257505,4.0,,,,,,,,,,,,,,,,,,,,,,,,
C4orf16,-0.15527655529999998,0.1629462661637277,7.0,,,,,,,,,,,,,,,,,,,,,,,,
C4orf18,-0.1276501865,0.15085732285759232,11.0,,,,,,,,,,,,,,,,,,,,,,,,
C4orf21,-0.23597672109999998,0.21340002102560413,11.0,,,,,,,,,,,,,,,,,,,,,,,,
C4orf23,0.080076455765,0.10303567189181623,4.0,,,,,,,,,,,,,,,,,,,,,,,,
C4orf30,-0.054568783899999994,0.2424742898095507,3.0,,,,,,,,,,,,,,,,,,,,,,,,
C4orf31,-0.1435347086,0.12195036392783831,8.0,,,,,,,,,,,,,,,,,,,,,,,,
C4orf33,-0.22886796975,0.07866770615230652,4.0,,,,,,,,,,,,,,,,,,,,,,,,
C4orf35,-0.2535892586,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C4orf38,0.1894333004,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C4orf41,-0.1261398829,0.20967665181514958,13.0,,,,,,,,,,,,,,,,,,,,,,,,
C4orf42,0.1460433119,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C4orf43,-0.2350502166,0.15169857280187976,5.0,,,,,,,,,,,,,,,,,,,,,,,,
C4orf44,0.08736874791000002,0.10014498941095856,3.0,,,,,,,,,,,,,,,,,,,,,,,,
C4orf49,-0.1423479926,0.1669987190197064,3.0,,,,,,,,,,,,,,,,,,,,,,,,
C4orf50,0.1453042598,0.1670298393454793,7.0,,,,,,,,,,,,,,,,,,,,,,,,
C4orf7,0.05720019585,0.255952543187749,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C4orf8,-0.087191887725,0.1871918299701688,18.0,,,,,,,,,,,,,,,,,,,,,,,,
C5orf13,-0.02003734082,0.12880754586152177,24.0,,,,,,,,,,,,,,,,,,,,,,,,
C5orf23,0.02016433406,0.07282551396414734,3.0,,,,,,,,,,,,,,,,,,,,,,,,
C5orf26,-0.043375312289999995,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C5orf27,-0.011370959149999985,0.279524433803804,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C5orf32,0.043657051380000006,0.15421894292077928,14.0,,,,,,,,,,,,,,,,,,,,,,,,
C5orf33,-0.02368928098,0.13722047144564617,15.0,,,,,,,,,,,,,,,,,,,,,,,,
C5orf35,-0.031140797394999996,0.09723959819706522,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C5orf36,-0.011824412340000002,0.16518745810724123,91.0,,,,,,,,,,,,,,,,,,,,,,,,
C5orf37,0.07394660697,0.1958016085444384,12.0,,,,,,,,,,,,,,,,,,,,,,,,
C5orf41,-0.033840080519999996,0.2719956248554537,17.0,,,,,,,,,,,,,,,,,,,,,,,,
C5orf53,-0.024852256899999998,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C5orf56,0.09564517812000001,0.11207647991434298,10.0,,,,,,,,,,,,,,,,,,,,,,,,
C6orf103,-0.1652504314,0.1622533610683579,43.0,,,,,,,,,,,,,,,,,,,,,,,,
C6orf105,0.05122924513,0.10768252835815946,13.0,,,,,,,,,,,,,,,,,,,,,,,,
C6orf115,-0.11659919810000001,0.10929173801891855,3.0,,,,,,,,,,,,,,,,,,,,,,,,
C6orf120,-0.2185815036,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C6orf122,-0.17688284835,0.09876778954489351,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C6orf125,-0.0765130678,0.1450222041858685,3.0,,,,,,,,,,,,,,,,,,,,,,,,
C6orf126,0.2434730232,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C6orf127,0.4835797426,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C6orf129,0.04480776826999999,0.19819231912285817,3.0,,,,,,,,,,,,,,,,,,,,,,,,
C6orf134,0.073499188795,0.18948271272895129,4.0,,,,,,,,,,,,,,,,,,,,,,,,
C6orf138,-0.05346216956,0.1535311746265545,35.0,,,,,,,,,,,,,,,,,,,,,,,,
C6orf140,0.058867486999999996,0.13471183808835166,6.0,,,,,,,,,,,,,,,,,,,,,,,,
C6orf142,0.042536653849999995,0.38627422119624394,51.0,,,,,,,,,,,,,,,,,,,,,,,,
C6orf145,0.15252346875,0.06061566187292826,6.0,,,,,,,,,,,,,,,,,,,,,,,,
C6orf146,0.12354401434500001,0.09020593643291946,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C6orf147,-0.08907335633999999,0.10225739636471441,7.0,,,,,,,,,,,,,,,,,,,,,,,,
C6orf150,-0.17778519025,0.2601763161038802,6.0,,,,,,,,,,,,,,,,,,,,,,,,
C6orf153,0.26973576749999995,0.23592653533892283,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C6orf155,0.1379984937,0.18689047515610047,3.0,,,,,,,,,,,,,,,,,,,,,,,,
C6orf164,-0.2627255351,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C6orf167,-0.24782903109999999,0.14568493625800902,25.0,,,,,,,,,,,,,,,,,,,,,,,,
C6orf168,-0.13042423515,0.15752132820754455,14.0,,,,,,,,,,,,,,,,,,,,,,,,
C6orf173,-0.17820595690000002,0.160632806861222,3.0,,,,,,,,,,,,,,,,,,,,,,,,
C6orf174,-0.13953111869999998,0.14533050658295013,11.0,,,,,,,,,,,,,,,,,,,,,,,,
C6orf176,-0.07327856120000001,0.14331971835083115,10.0,,,,,,,,,,,,,,,,,,,,,,,,
C6orf182,-0.1981890157,0.11290773986131449,13.0,,,,,,,,,,,,,,,,,,,,,,,,
C6orf186,-0.10753050064,0.2020381603997066,22.0,,,,,,,,,,,,,,,,,,,,,,,,
C6orf191,-0.016495051840000004,0.17551407923700255,4.0,,,,,,,,,,,,,,,,,,,,,,,,
C6orf192,-0.06733035188999999,0.06338445722904532,7.0,,,,,,,,,,,,,,,,,,,,,,,,
C6orf204,-0.15352231875,0.08390648554601823,30.0,,,,,,,,,,,,,,,,,,,,,,,,
C6orf208,-0.0368270349,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C6orf217,-0.1321642099,0.13725201540474277,29.0,,,,,,,,,,,,,,,,,,,,,,,,
C6orf218,0.1694451609,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C6orf227,-0.1377679415,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C6orf27,0.0344854637,0.20307607877701384,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C6orf35,0.12234192115999999,0.10119622501699936,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C6orf41,-0.05199859497499999,0.2465293774505951,4.0,,,,,,,,,,,,,,,,,,,,,,,,
C6orf64,-0.0570584076,0.00659488591266917,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C6orf81,0.12709272144,0.11683752462586586,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C6orf97,-0.09596932720000001,0.17575401721764408,21.0,,,,,,,,,,,,,,,,,,,,,,,,
C7orf11,-0.09174303710000001,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C7orf13,0.042503703955,0.032566987161907465,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C7orf16,-0.032545287165,0.032943616968505764,4.0,,,,,,,,,,,,,,,,,,,,,,,,
C7orf20,-0.08591818139,0.16274233508807756,5.0,,,,,,,,,,,,,,,,,,,,,,,,
C7orf27,0.1612140251,0.15439434491669551,3.0,,,,,,,,,,,,,,,,,,,,,,,,
C7orf28A,-0.10386160720000001,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C7orf28B,0.061361282995,0.044983384138425425,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C7orf30,0.2792200857,0.041754645246727985,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C7orf36,0.13656621964,0.09165722714643515,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C7orf38,-0.050640949969999995,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C7orf42,0.064714889495,0.16405554259284483,8.0,,,,,,,,,,,,,,,,,,,,,,,,
C7orf46,0.004083645359,0.08614454642723585,5.0,,,,,,,,,,,,,,,,,,,,,,,,
C7orf47,0.045787780099999995,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C7orf51,0.07821692155,0.10624535136943428,3.0,,,,,,,,,,,,,,,,,,,,,,,,
C7orf52,0.22298899219999999,0.14087745125685572,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C7orf55,0.18780910480000002,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
C7orf58,0.025272167310000003,0.1284909736708757,60.0,,,,,,,,,,,,,,,,,,,,,,,,
C7orf64,0.06845671555000002,0.2611548655213395,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C7orf67,0.10802765923499999,0.15197832080991852,24.0,,,,,,,,,,,,,,,,,,,,,,,,
C7orf68,0.00019803410000000105,0.16349645340128643,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C7orf70,0.160789765295,0.3076451487296908,4.0,,,,,,,,,,,,,,,,,,,,,,,,
C8orf12,-0.02089778728,0.13388739607584507,15.0,,,,,,,,,,,,,,,,,,,,,,,,
C8orf38,-0.082397357765,0.1639532966923622,8.0,,,,,,,,,,,,,,,,,,,,,,,,
C8orf41,0.10902856620000001,0.3163627915215585,2.0,,,,,,,,,,,,,,,,,,,,,,,,
C8orf45,0.09099726973,0.07709330206523295,9.0,,,,,,,,,,,,,,,,,,,,,,,,
